nm	mua[cm-1]	musp[cm-1]
1502.0	9.517	1.2444200270113333
1504.0	9.398	1.2428253570066263
1506.0	9.046	1.2412350080867698
1508.0	9.004999999999999	1.239648961990313
1510.0	8.718	1.238067200562317
1512.0	8.615	1.236489705753553
1514.0	8.378	1.2349164596197113
1516.0	8.266	1.233347444320617
1518.0	8.072000000000001	1.231782642119449
1520.0	7.87	1.2302220353819742
1522.0	7.720000000000001	1.2286656065757802
1524.0	7.567	1.2271133382695203
1526.0	7.5	1.2255652131321635
1528.0	7.256	1.224021213932252
1530.0	7.095000000000001	1.2224813235371643
1532.0	7.102	1.220945524912387
1534.0	6.883	1.2194138011207905
1536.0	6.757999999999999	1.2178861353219135
1538.0	6.635999999999999	1.2163625107712541
1540.0	6.484999999999999	1.2148429108195642
1542.0	6.319	1.2133273189121552
1544.0	6.193999999999999	1.211815718588204
1546.0	6.127000000000001	1.210308093480071
1548.0	5.986000000000001	1.2088044273126206
1550.0	5.8870000000000005	1.2073047039025484
1552.0	5.797	1.205808907157715
1554.0	8.3775	1.2043170210764862
1556.0	5.572	1.2028290297470774
1558.0	5.502000000000001	1.2013449173469053
1560.0	5.390000000000001	1.1998646681419445
1562.0	5.286	1.1983882664860905
1564.0	5.219	1.1969156968205275
1566.0	5.1370000000000005	1.1954469436731028
1568.0	7.494	1.1939819916577052
1570.0	4.9825	1.1925208254736512
1572.0	4.913	1.1910634299050737
1574.0	4.844	1.1896097898203186
1576.0	7.1225000000000005	1.1881598901713446
1578.0	7.0335	1.1867137159931305
1580.0	4.669	1.1852712524030857
1582.0	4.574	1.1838324846004662
1584.0	4.494	1.1823973978657967
1586.0	6.4885	1.180965977560296
1588.0	4.41	1.1795382091253113
1590.0	6.285500000000001	1.1781140780817496
1592.0	6.2955	1.1766935700295236
1594.0	5.9795	1.1752766706469948
1596.0	5.970000000000001	1.173863365690426
1598.0	7.577	1.1724536409934354
